Rank,AppName,Status,Developer,Category,Rating,RatingCount,ReleaseDate,Price,Keyword 1,Keyword 2,Keyword 3,Keyword 1 Competitive,Keyword 1 Opportunity_Score,Keyword 1 Popularity,Keyword 1 Quality,Keyword 1 Top_10_Chance,Keyword 1 Volume,Keyword 2 Competitive,Keyword 2 Opportunity_Score,Keyword 2 Popularity,Keyword 2 Quality,Keyword 2 Top_10_Chance,Keyword 2 Volume,Keyword 3 Competitive,Keyword 3 Opportunity_Score,Keyword 3 Popularity,Keyword 3 Quality,Keyword 3 Top_10_Chance,Keyword 3 Volume,Suggestion 1,Suggestion 2,Suggestion 3,Suggestion 4,Suggestion 5,Suggestion 1 Score,Suggestion 2 Score,Suggestion 3 Score,Suggestion 4 Score,Suggestion 5 Score,AppStoreLink
77,"iQIYI - Dramas, Anime, Shows",Trending,IQIYI INTERNATIONAL SINGAPORE PTE. LTD.,Entertainment,4.8581,44024,2019-06-25,Free,com,https,www,100,37,70,70,14,60,100,37,70,70,14,60,100,37,70,70,14,60,tiketcom hotels,alibabacom b2b,bookingcom travel,tripcom flight,unicorn https,100,100,100,100,100,https://apps.apple.com/id/app/iqiyi-dramas-anime-shows/id1461999674?uo=4
78,Dazz Cam - Vintage Camera,Trending,DAZZ PTE. LTD.,Photo & Video,4.84532,83266,2018-08-17,Free,camera,dazz,film,100,37,70,70,14,60,100,37,70,70,14,60,100,37,70,70,14,60,fotorus camera,camera360selfie editor,vintage camera,camera remote,dazz cam,100,100,100,100,100,https://apps.apple.com/id/app/dazz-cam-vintage-camera/id1422471180?uo=4
79,Adapundi-Pinjaman Dana Online,Trending,PT. Info Tekno Siaga,Finance,4.82939,149173,2022-08-24,Free,adapundi,loan,idr,100,37,70,70,14,60,100,37,70,70,14,60,100,37,70,70,14,60,adapundipinjaman dana,hive idr,adapundipinjaman,count down,kredit pintarpinjaman,100,100,90,75,75,https://apps.apple.com/id/app/adapundi-pinjaman-dana-online/id1614398764?uo=4
80,BiliBili-Anime，Voice chats,Trending,BALABOOM PTE LTD,Entertainment,4.27299,16022,2021-04-30,Free,community,chats,minded,100,37,70,70,14,60,100,37,70,70,14,60,100,37,70,70,14,60,lifestyle community,video community,lgbtq community,bilibilianimevoice chats,feeld openminded,100,100,100,100,100,https://apps.apple.com/id/app/bilibili-anime-voice-chats/id1548857482?uo=4
81,"Picsart AI Photo, Video Editor",Trending,"PicsArt, Inc.",Photo & Video,4.81637,202329,2013-01-02,Free,ai,create,photo,100,37,70,70,14,60,100,37,70,70,14,60,100,37,70,70,14,60,photo video,create quizzes,photo,create,design photo,100,100,90,90,75,https://apps.apple.com/id/app/picsart-ai-photo-video-editor/id587366035?uo=4
82,FOTOYU,Trending,PT. Super Giga Generasi,Photo & Video,4.85165,5332,2021-11-04,Free,fotoyu,roboyu,technology,100,37,70,70,14,60,100,37,70,70,14,60,100,37,70,70,14,60,fotoyu,beautyplusselfie photo,find family,photo editor,livelive stream,90,75,75,75,75,https://apps.apple.com/id/app/fotoyu/id1592944220?uo=4
83,MovieBox – Movie & TV Shows,New Discovery,Sanchi Shukla,Entertainment,4.71268,978,2025-06-10,Free,moviebox,membership,series,100,37,70,70,14,60,100,37,70,70,14,60,100,37,70,70,14,60,owl membership,archipelago membership,movies series,membership,memberships,100,100,100,90,90,https://apps.apple.com/id/app/moviebox-movie-tv-shows/id6746546850?uo=4
84,ReelShort - Stream Drama & TV,Trending,NewLeaf Publishing,Entertainment,4.56266,3032,2022-08-07,Free,reelshort,subscription,movie,100,37,70,70,14,60,100,37,70,70,14,60,100,37,70,70,14,60,movies series,sports movies,reelshort,movies,imovie,100,100,90,90,90,https://apps.apple.com/id/app/reelshort-stream-drama-tv/id1636235979?uo=4
85,Glints: Jobs Search & Career,Trending,Glints,Business,4.89006,39125,2023-01-19,Free,glints,job,hr,100,37,70,70,14,60,100,37,70,70,14,60,100,37,70,70,14,60,glints jobs,glints,jobs loker,hidden spy,jobstreet express,100,90,75,75,75,https://apps.apple.com/id/app/glints-jobs-search-career/id1613169954?uo=4
86,MiChat -Chat & Meet New People,Trending,MICHAT PTE. LIMITED,Social Networking,4.01518,34700,2018-11-09,Free,friends,michat,message,100,37,70,70,14,60,100,37,70,70,14,60,100,37,70,70,14,60,with friends,michat chat,friends,michat,snapchat chat,100,100,90,90,75,https://apps.apple.com/id/app/michat-chat-meet-new-people/id1436584861?uo=4
87,"WPS Office: PDF, Docs, Sheets",Trending,KINGSOFT OFFICE SOFTWARE CORPORATION LIMITED,Productivity,4.7665,22775,2019-12-13,Free,pdf,office,wps,100,37,70,70,14,60,100,37,70,70,14,60,100,37,70,70,14,60,iscanner pdf,office pdf,edit pdf,pdf doc,pdf editor,100,100,100,100,100,https://apps.apple.com/id/app/wps-office-pdf-docs-sheets/id1491101673?uo=4
88,Timestamp Camera Basic,Trending,玉彬 陈,Photo & Video,4.81033,26214,2014-03-25,Free,support,camera,video,100,37,70,70,14,60,100,37,70,70,14,60,100,37,70,70,14,60,apple support,teamviewer quicksupport,health support,fotorus camera,camera360selfie editor,100,100,100,100,100,https://apps.apple.com/id/app/timestamp-camera-basic/id840110184?uo=4
89,Pegadaian Digital,Trending,"PEGADAIAN (PERSERO), PT",Finance,3.90516,6917,2018-03-11,Free,emas,dan,untuk,100,37,70,70,14,60,100,37,70,70,14,60,100,37,70,70,14,60,pegadaian digital,super app,nanovest buy,buy bitcoin,bitcoin crypto,75,75,75,75,75,https://apps.apple.com/id/app/pegadaian-digital/id1350501409?uo=4
90,GPS Map Camera : Timestamp,Trending,SUSAMP INFOTECH,Photo & Video,4.81677,60995,2020-03-30,Free,gps,map,stamp,100,37,70,70,14,60,100,37,70,70,14,60,100,37,70,70,14,60,isharing gps,gps map,gps location,google maps,map camera,100,100,100,100,100,https://apps.apple.com/id/app/gps-map-camera-timestamp/id1503116917?uo=4
91,HUAWEI Health: Global,Trending,"Huawei Services (Hong Kong) Co., Limited",Health & Fitness,4.89749,1317,2025-04-13,Free,health,huawei,data,100,37,70,70,14,60,100,37,70,70,14,60,100,37,70,70,14,60,huawei cloud,huawei phone,huawei,data,satusehat mobile,100,100,90,90,75,https://apps.apple.com/id/app/huawei-health-global/id6740115642?uo=4
92,Snapseed: Photo Editor,Trending,Google,Photo & Video,3.85318,1478,2011-06-07,Free,add,film,image,100,37,70,70,14,60,100,37,70,70,14,60,100,37,70,70,14,60,add background,background music,camera basic,camera enterprise,gopro quik,100,75,75,75,75,https://apps.apple.com/id/app/snapseed-photo-editor/id439438619?uo=4
93,"Trip.com: Flight, Hotel, Train",Trending,Trip.com Travel Singapore Pte. Ltd.,Travel,4.55178,5301,2013-08-05,Free,trip,flight,com,100,37,70,70,14,60,100,37,70,70,14,60,100,37,70,70,14,60,tripcom flight,flight hotel,bookingcom travel,cheap flights,flight tracker,100,100,100,100,100,https://apps.apple.com/id/app/trip-com-flight-hotel-train/id681752345?uo=4
94,myXL–Cek Kuota & Beli Paket XL,Trending,PT XL Axiata Tbk,Utilities,4.46208,266906,2013-08-15,Free,myxl,xl,activation,100,37,70,70,14,60,100,37,70,70,14,60,100,37,70,70,14,60,myxlcek kuota,2xl supercross,spreadsheetxlsxcsv editor,quantum activation,activation card,100,100,100,100,100,https://apps.apple.com/id/app/myxl-cek-kuota-beli-paket-xl/id683141076?uo=4
95,DramaWave - Dramas & Reels,Trending,SKYWORK AI PTE LTD,Entertainment,4.84962,7534,2024-10-02,Free,drama,dramawave,dramas,100,37,70,70,14,60,100,37,70,70,14,60,100,37,70,70,14,60,dramas anime,drama shorts,stream drama,local dramas,watch dramas,100,100,100,100,100,https://apps.apple.com/id/app/dramawave-dramas-reels/id6670430706?uo=4
96,Google Photos: Backup & Edit,Trending,Google,Photo & Video,4.67769,11306,2015-05-28,Free,photos,google,storage,100,37,70,70,14,60,100,37,70,70,14,60,100,37,70,70,14,60,photos backup,google photos,google maps,google drive,google chrome,100,100,100,100,100,https://apps.apple.com/id/app/google-photos-backup-edit/id962194608?uo=4
97,TIX ID,Trending,PT. NES,Entertainment,4.86679,176054,2018-03-29,Free,tix,id,movie,100,37,70,70,14,60,100,37,70,70,14,60,100,37,70,70,14,60,arttix slc,lifestyle ideas,movies series,sports movies,mtix,100,100,100,100,90,https://apps.apple.com/id/app/tix-id/id1362497752?uo=4
98,"Vidio: Sports, Movies, Series",Trending,PT Kreatif Media Karya,Entertainment,4.80531,304160,2015-11-02,Free,vidio,subscription,sports,100,37,70,70,14,60,100,37,70,70,14,60,100,37,70,70,14,60,vidio sports,sports movies,sports fc,vidio,sports,100,100,100,90,90,https://apps.apple.com/id/app/vidio-sports-movies-series/id1048858798?uo=4
99,Messenger,Trending,"Meta Platforms, Inc.",Social Networking,4.46204,94989,2011-10-19,Free,video,chat,friends,100,37,70,70,14,60,100,37,70,70,14,60,100,37,70,70,14,60,tiktokglobal video,video editor,video community,snapchat chat,michat chat,100,100,100,100,100,https://apps.apple.com/id/app/messenger/id454638411?uo=4
100,Micro Drama - Short Drama&Show,Trending,乔丹 俞,Entertainment,4.72897,1177,2024-12-18,Free,drama,dramas,micro,100,37,70,70,14,60,100,37,70,70,14,60,100,37,70,70,14,60,dramas anime,drama shorts,stream drama,local dramas,watch dramas,100,100,100,100,100,https://apps.apple.com/id/app/micro-drama-short-drama-show/id6738779896?uo=4
