Rank,AppName,Status,Developer,Category,Rating,RatingCount,ReleaseDate,Price,Keyword 1,Keyword 2,Keyword 3,Keyword 1 Competitive,Keyword 1 Opportunity_Score,Keyword 1 Popularity,Keyword 1 Quality,Keyword 1 Top_10_Chance,Keyword 1 Volume,Keyword 2 Competitive,Keyword 2 Opportunity_Score,Keyword 2 Popularity,Keyword 2 Quality,Keyword 2 Top_10_Chance,Keyword 2 Volume,Keyword 3 Competitive,Keyword 3 Opportunity_Score,Keyword 3 Popularity,Keyword 3 Quality,Keyword 3 Top_10_Chance,Keyword 3 Volume,Suggestion 1,Suggestion 2,Suggestion 3,Suggestion 4,Suggestion 5,Suggestion 1 Score,Suggestion 2 Score,Suggestion 3 Score,Suggestion 4 Score,Suggestion 5 Score,AppStoreLink
75,Microsoft Word,Trending,Microsoft Corporation,Productivity,4.78113,90263,2014-03-27,Gratis,de,en,microsoft,100,37,70,70,14,60,100,37,70,70,14,60,100,37,70,70,14,60,delivery app,microsoft onedrive,microsoft powerpoint,microsoft excel,microsoft teams,100.0,100.0,100.0,100.0,100.0,https://apps.apple.com/ar/app/microsoft-word/id586447913?uo=4
76,Zoom Workplace,Trending,"Zoom Communications, Inc.",Business,4.53969,58515,2012-08-15,Gratis,zoom,workplace,zoom workplace,100,37,70,70,14,60,100,37,70,70,14,60,100,37,70,70,14,60,zoom cmara,zoom rooms,zoom workplace,linterna zoom,workplace for,100.0,100.0,100.0,100.0,100.0,https://apps.apple.com/ar/app/zoom-workplace/id546505307?uo=4
77,Snapseed: Editor de fotos,Trending,Google,Photo & Video,3.48533,443,2011-06-07,Gratis,de,un,la,100,37,70,70,14,60,100,37,70,70,14,60,100,37,70,70,14,60,delivery app,mario run,delivery,compras online,motos taxi,100.0,100.0,90.0,75.0,75.0,https://apps.apple.com/ar/app/snapseed-editor-de-fotos/id439438619?uo=4
78,Kick - Live Streaming,Trending,Kick Streaming,Photo & Video,4.14899,745,2023-03-26,Gratis,kick,live,streaming,100,37,70,70,14,60,100,37,70,70,14,60,100,37,70,70,14,60,kick ftbol,final kick,football kick,kick the,live streaming,100.0,100.0,100.0,100.0,100.0,https://apps.apple.com/ar/app/kick-live-streaming/id6446202561?uo=4
79,DAZN: Stream Live Sports,Trending,DAZN Limited,Sports,4.88499,22406,2020-11-12,Gratis,de,la,en,100,37,70,70,14,60,100,37,70,70,14,60,100,37,70,70,14,60,delivery app,delivery,compras online,motos taxi,mercado libre,100.0,90.0,75.0,75.0,75.0,https://apps.apple.com/ar/app/dazn-stream-live-sports/id1129523589?uo=4
80,Tattoo AI - Tattoo Design,Trending,HUBX,Graphics & Design,4.67608,1275,2024-06-15,Gratis,de,para,tattoo,100,37,70,70,14,60,100,37,70,70,14,60,100,37,70,70,14,60,delivery app,tattoo estilista,tattoo design,tattoo drawing,hair tattoo,100.0,100.0,100.0,100.0,100.0,https://apps.apple.com/ar/app/tattoo-ai-tattoo-design/id6479689893?uo=4
81,VPN Lumos: Super Proxy Master,Trending,"LUMOS, OOO",Utilities,4.0,911,2018-05-08,Gratis,de,la,el,100,37,70,70,14,60,100,37,70,70,14,60,100,37,70,70,14,60,delivery app,correo electr,juego del,del calamar,delivery,100.0,100.0,100.0,100.0,90.0,https://apps.apple.com/ar/app/vpn-lumos-super-proxy-master/id1373844471?uo=4
82,Amazon Compras en Línea,Trending,AMZN Mobile LLC,Shopping,4.75064,3541,2010-11-14,Gratis,amazon,de,com,100,37,70,70,14,60,100,37,70,70,14,60,100,37,70,70,14,60,amazon music,amazon prime,amazon compras,amazon alexa,delivery app,100.0,100.0,100.0,100.0,100.0,https://apps.apple.com/ar/app/amazon-compras-en-l%C3%ADnea/id297606951?uo=4
83,Cuenta DNI,Trending,Banco de la Provincia de Buenos Aires,Finance,4.53812,71085,2019-07-01,Gratis,de,cuenta,dni,100,37,70,70,14,60,100,37,70,70,14,60,100,37,70,70,14,60,delivery app,cuenta dni,myfitnesspal cuenta,cuenta digital,cuenta da,100.0,100.0,100.0,100.0,100.0,https://apps.apple.com/ar/app/cuenta-dni/id1436655618?uo=4
84,NGL - q&a anónimas,Trending,DeepMoji,Lifestyle,4.71724,12979,2021-12-10,Gratis,de,en,ngl,100,37,70,70,14,60,100,37,70,70,14,60,100,37,70,70,14,60,delivery app,ngl anonymous,delivery,compras online,motos taxi,100.0,100.0,90.0,75.0,75.0,https://apps.apple.com/ar/app/ngl-q-a-an%C3%B3nimas/id1596550932?uo=4
85,Flo ciclo menstrual y periodo,Trending,FLO HEALTH UK LIMITED,Health & Fitness,4.80256,52234,2015-10-03,Gratis,de,flo,la,100,37,70,70,14,60,100,37,70,70,14,60,100,37,70,70,14,60,delivery app,flo game,flo reforma,flo ciclo,delivery,100.0,100.0,100.0,100.0,90.0,https://apps.apple.com/ar/app/flo-ciclo-menstrual-y-periodo/id1038369065?uo=4
86,Google Gemini,Trending,Google,Productivity,4.80048,16414,2024-11-13,Gratis,de,gemini,la,100,37,70,70,14,60,100,37,70,70,14,60,100,37,70,70,14,60,delivery app,google gemini,delivery,gemini,compras online,100.0,100.0,90.0,90.0,75.0,https://apps.apple.com/ar/app/google-gemini/id6477489729?uo=4
87,CamScanner - PDF Scanner App,Trending,"INTSIG Information Co., Ltd",Productivity,4.85778,88529,2010-08-28,Gratis,de,en,la,100,37,70,70,14,60,100,37,70,70,14,60,100,37,70,70,14,60,delivery app,delivery,compras online,motos taxi,mercado libre,100.0,90.0,75.0,75.0,75.0,https://apps.apple.com/ar/app/camscanner-pdf-scanner-app/id388627783?uo=4
88,Santander Argentina,Trending,Santander Río,Finance,4.81484,87880,2013-04-02,Gratis,tu,de,santander,100,37,70,70,14,60,100,37,70,70,14,60,100,37,70,70,14,60,delivery app,santander espaa,santander argentina,santander mobile,banco santander,100.0,100.0,100.0,100.0,100.0,https://apps.apple.com/ar/app/santander-argentina/id626971464?uo=4
89,Widgetable: Besties & Parejas,Trending,"Widgetable,Inc.",Social Networking,4.92523,7357,2022-08-27,Gratis,de,la,en,100,37,70,70,14,60,100,37,70,70,14,60,100,37,70,70,14,60,delivery app,delivery,compras online,motos taxi,mercado libre,100.0,90.0,75.0,75.0,75.0,https://apps.apple.com/ar/app/widgetable-besties-parejas/id1641107226?uo=4
90,MODO,Trending,Play Digital SA,Finance,4.86383,122158,2020-11-21,Gratis,banco,de,modo,100,37,70,70,14,60,100,37,70,70,14,60,100,37,70,70,14,60,banco hipotecario,banco digital,banco del,mvil banco,banco santa,100.0,100.0,100.0,100.0,100.0,https://apps.apple.com/ar/app/modo/id1530606263?uo=4
91,Project Indigo,New Discovery,"Adobe Labs, Inc.",Photo & Video,2.7931,29,2025-06-12,Gratis,camera,indigo,image,100,37,70,70,14,60,100,37,70,70,14,60,100,37,70,70,14,60,film camera,vintage camera,indigo flight,indigo balance,indigo neo,100.0,100.0,100.0,100.0,100.0,https://apps.apple.com/ar/app/project-indigo/id6742591546?uo=4
92,Google Authenticator,Trending,Google,Utilities,4.90796,41948,2010-09-20,Gratis,de,google,authenticator,100,37,70,70,14,60,100,37,70,70,14,60,100,37,70,70,14,60,delivery app,google maps,google drive,google chrome,authenticator securid,100.0,100.0,100.0,100.0,100.0,https://apps.apple.com/ar/app/google-authenticator/id388497605?uo=4
93,DiDi Conductor: Auto o moto,Trending,DiDi,Business,3.60631,602,2020-06-17,Gratis,de,didi,en,100,37,70,70,14,60,100,37,70,70,14,60,100,37,70,70,14,60,delivery app,delivery,compras online,motos taxi,mercado libre,100.0,90.0,75.0,75.0,75.0,https://apps.apple.com/ar/app/didi-conductor-auto-o-moto/id1360986176?uo=4
94,Burger King® Argentina,Trending,Burger King Corporation,Food & Drink,4.60696,3071,2020-08-27,Gratis,de,la,tu,100,37,70,70,14,60,100,37,70,70,14,60,100,37,70,70,14,60,delivery app,delivery,compras online,motos taxi,mercado libre,100.0,90.0,75.0,75.0,75.0,https://apps.apple.com/ar/app/burger-king-argentina/id1528704320?uo=4
95,PayPal,Trending,"PayPal, Inc.",Finance,4.67468,9071,2019-02-03,Gratis,de,paypal,los,100,37,70,70,14,60,100,37,70,70,14,60,100,37,70,70,14,60,delivery app,paypal business,retricalos filtros,los sims,delivery,100.0,100.0,100.0,100.0,90.0,https://apps.apple.com/ar/app/paypal/id283646709?uo=4
96,¡appa!,Trending,Pareto Digital Finance,Shopping,4.8316,42553,2017-10-25,Gratis,en,appa,tu,100,37,70,70,14,60,100,37,70,70,14,60,100,37,70,70,14,60,appa,delivery app,mcdonalds ofertas,whatsapp messenger,mercado pago,90.0,75.0,75.0,75.0,75.0,https://apps.apple.com/ar/app/appa/id1297337354?uo=4
97,Collage de fotos: SCRL,Trending,Appostrophe AB,Photo & Video,4.83333,5244,2017-10-18,Gratis,de,tu,scrl,100,37,70,70,14,60,100,37,70,70,14,60,100,37,70,70,14,60,delivery app,fotos scrl,delivery,scrl,compras online,100.0,100.0,90.0,90.0,75.0,https://apps.apple.com/ar/app/collage-de-fotos-scrl/id1289057196?uo=4
98,yope: photo wall with friends,Trending,"Salo App, Inc.",Lifestyle,4.67609,1485,2022-06-01,Gratis,friends,yope,wall,100,37,70,70,14,60,100,37,70,70,14,60,100,37,70,70,14,60,photo wall,wall with,wallpi,wall,with friends,100.0,100.0,90.0,90.0,75.0,https://apps.apple.com/ar/app/yope-photo-wall-with-friends/id1600195477?uo=4
99,ReelShort - Stream Drama & TV,Trending,NewLeaf Publishing,Entertainment,4.46746,999,2022-08-07,Gratis,de,en,que,100,37,70,70,14,60,100,37,70,70,14,60,100,37,70,70,14,60,delivery app,delivery,compras online,motos taxi,mercado libre,100.0,90.0,75.0,75.0,75.0,https://apps.apple.com/ar/app/reelshort-stream-drama-tv/id1636235979?uo=4
100,Moovit: Transporte público,Trending,Moovit App Global LTD,Navigation,4.64776,17017,2012-04-27,Gratis,de,en,que,100,37,70,70,14,60,100,37,70,70,14,60,100,37,70,70,14,60,delivery app,delivery,compras online,motos taxi,mercado libre,100.0,90.0,75.0,75.0,75.0,https://apps.apple.com/ar/app/moovit-transporte-p%C3%BAblico/id498477945?uo=4
