Rank,AppName,Status,Developer,Category,Rating,RatingCount,ReleaseDate,Price,Keyword 1,Keyword 2,Keyword 3,Keyword 1 Competitive,Keyword 1 Opportunity_Score,Keyword 1 Popularity,Keyword 1 Quality,Keyword 1 Top_10_Chance,Keyword 1 Volume,Keyword 2 Competitive,Keyword 2 Opportunity_Score,Keyword 2 Popularity,Keyword 2 Quality,Keyword 2 Top_10_Chance,Keyword 2 Volume,Keyword 3 Competitive,Keyword 3 Opportunity_Score,Keyword 3 Popularity,Keyword 3 Quality,Keyword 3 Top_10_Chance,Keyword 3 Volume,Suggestion 1,Suggestion 2,Suggestion 3,Suggestion 4,Suggestion 5,Suggestion 1 Score,Suggestion 2 Score,Suggestion 3 Score,Suggestion 4 Score,Suggestion 5 Score,AppStoreLink
73,"Canva: Design, Photo & Video",Trending,Canva,Photo & Video,4.80973,14164,2014-10-15,Free,photo,maker,canva,100,37,70,70,14,60,100,37,70,70,14,60,100,37,70,70,14,60,photos backup,google photos,photo,photos,snapchat chat,100.0,100.0,90.0,90.0,75.0,https://apps.apple.com/tz/app/canva-design-photo-video/id897446215?uo=4
74,Google Drive – online backup,Trending,Google,Productivity,4.75225,19891,2012-06-28,Free,google,files,drive,100,37,70,70,14,60,100,37,70,70,14,60,100,37,70,70,14,60,google maps,google chrome,google drive,google photos,icloud drive,100.0,100.0,100.0,100.0,100.0,https://apps.apple.com/tz/app/google-drive-online-backup/id507874739?uo=4
75,Prequel: Photo & Video Filters,Trending,Prequel Inc.,Photo & Video,4.73678,908,2018-03-29,Free,prequel,subscription,effects,100,37,70,70,14,60,100,37,70,70,14,60,100,37,70,70,14,60,prequel photo,best effects,prequel,effects,editor avatar,100.0,100.0,90.0,90.0,75.0,https://apps.apple.com/tz/app/prequel-photo-video-filters/id1325756279?uo=4
76,Google Translate,Trending,Google,Reference,4.06299,127,2011-07-10,Free,translate,text,camera,100,37,70,70,14,60,100,37,70,70,14,60,100,37,70,70,14,60,camera360selfie editor,beauty camera,camera remote,camera360selfie,camera,100.0,100.0,100.0,90.0,90.0,https://apps.apple.com/tz/app/google-translate/id414706506?uo=4
77,AzamTV Max,Trending,Azam PayTV Ltd,Entertainment,3.68163,1181,2020-01-23,Free,azamtv,max,azamtv max,100,37,70,70,14,60,100,37,70,70,14,60,100,37,70,70,14,60,azamtv max,azamtv,,,,100.0,65.0,,,,https://apps.apple.com/tz/app/azamtv-max/id1489720568?uo=4
78,MovieBox-Drama FilmBox TV Show,New Discovery,Bui Van Dan,Entertainment,5.0,2,2025-06-17,Free,movie,movies,tv,100,37,70,70,14,60,100,37,70,70,14,60,100,37,70,70,14,60,movies box,azamtv max,movies,azamtv,dstv stream,100.0,100.0,90.0,90.0,75.0,https://apps.apple.com/tz/app/moviebox-drama-filmbox-tv-show/id6747367422?uo=4
79,Swifpack,Trending,SYNCWHITE LIMITED,Travel,5.0,2,2024-08-15,Free,swifpack,delivery,ride,100,37,70,70,14,60,100,37,70,70,14,60,100,37,70,70,14,60,swifpack driver,swifpack,driver,,,100.0,90.0,65.0,,,https://apps.apple.com/tz/app/swifpack/id6523420482?uo=4
80,Themelia: Theme & Widget,Trending,WOOHOO LIMITED,Graphics & Design,4.79167,48,2023-10-04,Free,themelia,screen,themes,100,37,70,70,14,60,100,37,70,70,14,60,100,37,70,70,14,60,themelia theme,screen recorder,icon themes,themes for,keyboard themes,100.0,100.0,100.0,100.0,100.0,https://apps.apple.com/tz/app/themelia-theme-widget/id6467189759?uo=4
81,Opera: AI browser with VPN,Trending,Opera Norway AS,Utilities,4.63239,12946,2018-10-02,Free,browser,opera,browsing,100,37,70,70,14,60,100,37,70,70,14,60,100,37,70,70,14,60,phoenix browser,browser with,private browser,opera news,browsing web,100.0,100.0,100.0,100.0,100.0,https://apps.apple.com/tz/app/opera-ai-browser-with-vpn/id1411869974?uo=4
82,WAM - Undelete messages,Trending,Pratik Lunagariya,Social Networking,4.78571,14,2025-02-05,Free,subscription,messages,whatsapp,100,37,70,70,14,60,100,37,70,70,14,60,100,37,70,70,14,60,for whatsapp,whatsapp app,whatsapp messenger,whatsapp business,whatsapp,100.0,100.0,100.0,100.0,90.0,https://apps.apple.com/tz/app/wam-undelete-messages/id6741092744?uo=4
83,Secure VPN - VPN & VPN Proxy,Trending,BLUE SKY US LIMITED,Productivity,4.5632,2674,2021-01-27,Free,vpn,secure,days,100,37,70,70,14,60,100,37,70,70,14,60,100,37,70,70,14,60,vpn lumos,turbo vpn,super vpn,vpn proxy,with vpn,100.0,100.0,100.0,100.0,100.0,https://apps.apple.com/tz/app/secure-vpn-vpn-vpn-proxy/id1548935168?uo=4
84,Status Saver : Videos,Trending,Natalie Stirner,Utilities,4.38724,1614,2023-05-01,Free,status,saver,whatsapp,100,37,70,70,14,60,100,37,70,70,14,60,100,37,70,70,14,60,status save,save status,status saver,video saver,for whatsapp,100.0,100.0,100.0,100.0,100.0,https://apps.apple.com/tz/app/status-saver-videos/id6448664397?uo=4
85,Velvet VPN,Trending,"ATTA Development, LLC",Utilities,0.0,0,2024-09-19,Free,tv,subscription,vpn,100,37,70,70,14,60,100,37,70,70,14,60,100,37,70,70,14,60,azamtv max,vpn lumos,turbo vpn,super vpn,vpn proxy,100.0,100.0,100.0,100.0,100.0,https://apps.apple.com/tz/app/velvet-vpn/id6657977998?uo=4
86,AI Cleaner：Swipe Photo CleanUp,Trending,FIRSTECH PTE LTD,Utilities,5.0,3,2024-09-10,Free,ai,subscription,swipe,100,37,70,70,14,60,100,37,70,70,14,60,100,37,70,70,14,60,choose swipe,swipe flirt,cleanerswipe photo,swipe,cleanerswipe,100.0,100.0,100.0,90.0,90.0,https://apps.apple.com/tz/app/ai-cleaner-swipe-photo-cleanup/id6621235370?uo=4
87,Tinder Dating App: Meet & Date,Trending,Tinder LLC,Lifestyle,4.59503,17947,2012-08-03,Free,tinder,date,people,100,37,70,70,14,60,100,37,70,70,14,60,100,37,70,70,14,60,chat date,asian date,date,dating app,tagged dating,100.0,100.0,90.0,75.0,75.0,https://apps.apple.com/tz/app/tinder-dating-app-meet-date/id547702041?uo=4
88,Amazon Prime Video,Trending,AMZN Mobile LLC,Entertainment,4.64752,383,2016-12-14,Free,prime,video,movies,100,37,70,70,14,60,100,37,70,70,14,60,100,37,70,70,14,60,battle prime,prime video,amazon prime,prime fps,video editor,100.0,100.0,100.0,100.0,100.0,https://apps.apple.com/tz/app/amazon-prime-video/id545519333?uo=4
89,UTT AMIS,Trending,UTT AMIS PLC,Finance,2.93388,121,2019-11-05,Free,ya,utt,amis,100,37,70,70,14,60,100,37,70,70,14,60,100,37,70,70,14,60,utt amis,entre amis,amis wesign,amis,daily reading,100.0,100.0,100.0,90.0,75.0,https://apps.apple.com/tz/app/utt-amis/id1478599443?uo=4
90,LinkedIn: Job Search & News,Trending,LinkedIn Corporation,Business,4.79343,3166,2019-02-03,Free,job,linkedin,business,100,37,70,70,14,60,100,37,70,70,14,60,100,37,70,70,14,60,find jobs,naukrigulf job,job today,job search,linkedin job,100.0,100.0,100.0,100.0,100.0,https://apps.apple.com/tz/app/linkedin-job-search-news/id288429040?uo=4
91,Google Gemini,Trending,Google,Productivity,4.75411,2005,2024-12-16,Free,gemini,google,ai,100,37,70,70,14,60,100,37,70,70,14,60,100,37,70,70,14,60,gemini powered,google gemini,google maps,google chrome,google drive,100.0,100.0,100.0,100.0,100.0,https://apps.apple.com/tz/app/google-gemini/id6477489729?uo=4
92,Free VPN: Unlimited VPN Proxy,Trending,Free VPN LTD (Apps),Utilities,4.87523,1659,2021-07-13,Free,vpn,unlimited,privacy,100,37,70,70,14,60,100,37,70,70,14,60,100,37,70,70,14,60,vpn lumos,turbo vpn,super vpn,vpn proxy,with vpn,100.0,100.0,100.0,100.0,100.0,https://apps.apple.com/tz/app/free-vpn-unlimited-vpn-proxy/id1575330471?uo=4
93,Tenzi Za Rohoni (Swahili),Trending,Cheruiyot Patrick,Book,4.45963,161,2024-05-24,Free,hymn,use,song,100,37,70,70,14,60,100,37,70,70,14,60,100,37,70,70,14,60,bible hymn,sda hymns,advent hymnal,believers hymn,hymn book,100.0,100.0,100.0,100.0,100.0,https://apps.apple.com/tz/app/tenzi-za-rohoni-swahili/id6503040856?uo=4
94,betPawa Sports Betting,Trending,pawaTech OU,Sports,3.44275,131,2024-09-27,Free,betpawa,betting,win,100,37,70,70,14,60,100,37,70,70,14,60,100,37,70,70,14,60,betpawa sports,sports betting,sport betting,win real,betpawa,100.0,100.0,100.0,100.0,90.0,https://apps.apple.com/tz/app/betpawa-sports-betting/id6467380633?uo=4
95,Zoom Workplace,Trending,"Zoom Communications, Inc.",Business,4.68267,1708,2012-08-15,Free,zoom,workplace,zoom workplace,100,37,70,70,14,60,100,37,70,70,14,60,100,37,70,70,14,60,zoom rooms,zoom workplace,workplace for,workplace chat,workplace from,100.0,100.0,100.0,100.0,100.0,https://apps.apple.com/tz/app/zoom-workplace/id546505307?uo=4
96,AI Video - AI Video Generator,Trending,HUBX,Graphics & Design,4.6787,277,2024-03-29,Free,video,ai,ai video,100,37,70,70,14,60,100,37,70,70,14,60,100,37,70,70,14,60,video editor,videos music,video,videos,snapchat chat,100.0,100.0,90.0,90.0,75.0,https://apps.apple.com/tz/app/ai-video-ai-video-generator/id6478868302?uo=4
97,Binance: Buy Bitcoin & Crypto,Trending,Binance Switzerland AG,Finance,4.73855,2796,2018-10-06,Free,binance,trading,risk,100,37,70,70,14,60,100,37,70,70,14,60,100,37,70,70,14,60,binance buy,capitalcom trading,trading platform,tradingview track,mobile trading,100.0,100.0,100.0,100.0,100.0,https://apps.apple.com/tz/app/binance-buy-bitcoin-crypto/id1436799971?uo=4
98,HaloPesa,Trending,HaloPesa,Finance,3.28731,268,2020-10-29,Free,halopesa,able,money,100,37,70,70,14,60,100,37,70,70,14,60,100,37,70,70,14,60,able coach,linkable cad,able bluetooth,money transfer,halopesa,100.0,100.0,100.0,100.0,90.0,https://apps.apple.com/tz/app/halopesa/id1532695595?uo=4
99,SHEIN-Shopping Online,Trending,ROADGET BUSINESS PTE. LTD.,Shopping,4.5,212,2014-05-20,Free,shein,shopping,device,100,37,70,70,14,60,100,37,70,70,14,60,100,37,70,70,14,60,sheinshopping online,sheinshopping,aliexpress shopping,trade app,trendy shopping,100.0,90.0,75.0,75.0,75.0,https://apps.apple.com/tz/app/shein-shopping-online/id878577184?uo=4
100,ShortMax - Watch Dramas & Show,Trending,SHORTTV LIMITED,Entertainment,4.78491,265,2023-09-11,Free,shortmax,dramas,drama,100,37,70,70,14,60,100,37,70,70,14,60,100,37,70,70,14,60,watch dramas,domireelshort dramas,popular dramas,drama shorts,drama movies,100.0,100.0,100.0,100.0,100.0,https://apps.apple.com/tz/app/shortmax-watch-dramas-show/id6464002625?uo=4
