Rank,AppName,Status,Developer,Category,Rating,RatingCount,ReleaseDate,Price,Keyword 1,Keyword 2,Keyword 3,Keyword 1 Competitive,Keyword 1 Opportunity_Score,Keyword 1 Popularity,Keyword 1 Quality,Keyword 1 Top_10_Chance,Keyword 1 Volume,Keyword 2 Competitive,Keyword 2 Opportunity_Score,Keyword 2 Popularity,Keyword 2 Quality,Keyword 2 Top_10_Chance,Keyword 2 Volume,Keyword 3 Competitive,Keyword 3 Opportunity_Score,Keyword 3 Popularity,Keyword 3 Quality,Keyword 3 Top_10_Chance,Keyword 3 Volume,Suggestion 1,Suggestion 2,Suggestion 3,Suggestion 4,Suggestion 5,Suggestion 1 Score,Suggestion 2 Score,Suggestion 3 Score,Suggestion 4 Score,Suggestion 5 Score,AppStoreLink
80,Spotify Music Stats - Airbuds,Trending,"Changsha Shenguangyuan Technology Co., Ltd.",Music,4.57414,263,2023-05-09,Gratis,de,spotify,de spotify,100,37,70,70,14,60,100,37,70,70,14,60,100,37,70,70,14,60,spotify premium,for spotify,spotify for,spotify musica,spotify msica,100,100,100,100,100,https://apps.apple.com/sv/app/spotify-music-stats-airbuds/id6446886244?uo=4
81,Documentos de Google,Trending,Google,Productivity,4.80911,3536,2014-04-30,Gratis,de,en,documentos,100,37,70,70,14,60,100,37,70,70,14,60,100,37,70,70,14,60,videos,google chrome,picsart ia,ia editor,correo electr,90,75,75,75,75,https://apps.apple.com/sv/app/documentos-de-google/id842842640?uo=4
82,Microsoft Teams,Trending,Microsoft Corporation,Business,4.78732,6484,2016-11-02,Gratis,de,en,para,100,37,70,70,14,60,100,37,70,70,14,60,100,37,70,70,14,60,videos,google chrome,picsart ia,ia editor,correo electr,90,75,75,75,75,https://apps.apple.com/sv/app/microsoft-teams/id1113153706?uo=4
83,Meitu- Photo & Video Editor,Trending,"Xiamen Meitu Technology Co., Ltd.",Photo & Video,4.85541,249,2011-02-15,Gratis,meitu,photos,effects,100,37,70,70,14,60,100,37,70,70,14,60,100,37,70,70,14,60,lumyerafter effectsvideoleap,effectsvideoleap,snapchat conecta,con amigos,google fotos,100,90,75,75,75,https://apps.apple.com/sv/app/meitu-photo-video-editor/id416048305?uo=4
84,Seekee : AI Web Assistant,New Discovery,"Chongqing Congyu Technology Co., Ltd",Utilities,2.0,2,2025-06-04,Gratis,seekee,ai,browsing,100,37,70,70,14,60,100,37,70,70,14,60,100,37,70,70,14,60,seekee bsqueda,browsing web,private browsing,seekee,browsing,100,100,100,90,90,https://apps.apple.com/sv/app/seekee-ai-web-assistant/id6746187834?uo=4
85,Biblia,Trending,Life.Church,Reference,4.87157,19995,2019-02-12,Gratis,de,la,biblia,100,37,70,70,14,60,100,37,70,70,14,60,100,37,70,70,14,60,santa biblia,biblia reina,videos,clans,clash,100,100,90,90,90,https://apps.apple.com/sv/app/biblia/id282935706?uo=4
86,NetShort - Populares series,Trending,NETSTORY PTE. LTD.,Entertainment,4.67669,266,2024-07-13,Gratis,de,tu,netshort,100,37,70,70,14,60,100,37,70,70,14,60,100,37,70,70,14,60,videos,netshort,google chrome,picsart ia,ia editor,90,90,75,75,75,https://apps.apple.com/sv/app/netshort-populares-series/id6504849169?uo=4
87,Hojas de cálculo de Google,Trending,Google,Productivity,4.84331,2623,2014-04-30,Gratis,de,cálculo,de cálculo,100,37,70,70,14,60,100,37,70,70,14,60,100,37,70,70,14,60,videos,google chrome,picsart ia,ia editor,correo electr,90,75,75,75,75,https://apps.apple.com/sv/app/hojas-de-c%C3%A1lculo-de-google/id842849113?uo=4
88,FlickReels-MiniserieCualquiera,Trending,FARSUN PTE. LTD.,Entertainment,4.72959,196,2024-07-17,Gratis,de,en,flickreels,100,37,70,70,14,60,100,37,70,70,14,60,100,37,70,70,14,60,videos,flickreelsminiseriecualquiera,google chrome,picsart ia,ia editor,90,90,75,75,75,https://apps.apple.com/sv/app/flickreels-miniseriecualquiera/id6514312894?uo=4
89,Pluto TV - Películas y Series,Trending,Pluto.tv,Entertainment,4.77961,4864,2015-05-18,Gratis,de,pluto,tv,100,37,70,70,14,60,100,37,70,70,14,60,100,37,70,70,14,60,tv deportes,vix tv,videos,pluto,google chrome,100,100,90,90,75,https://apps.apple.com/sv/app/pluto-tv-pel%C3%ADculas-y-series/id751712884?uo=4
90,"Niu: Tu dinero, tarjetas y más",Trending,Niu Technologies,Finance,3.38554,83,2022-06-30,Gratis,de,tu,tus,100,37,70,70,14,60,100,37,70,70,14,60,100,37,70,70,14,60,como tus,tus amigos,videos,google chrome,picsart ia,100,100,90,75,75,https://apps.apple.com/sv/app/niu-tu-dinero-tarjetas-y-m%C3%A1s/id1627784598?uo=4
91,AliExpress Shopping App,Trending,Alibaba,Shopping,4.79436,3686,2011-05-27,Gratis,de,aliexpress,tu,100,37,70,70,14,60,100,37,70,70,14,60,100,37,70,70,14,60,videos,google chrome,picsart ia,ia editor,correo electr,90,75,75,75,75,https://apps.apple.com/sv/app/aliexpress-shopping-app/id436672029?uo=4
92,Hypic - Photo Editor & AI Art,Trending,Bytedance Pte. Ltd,Photo & Video,4.88372,129,2023-03-27,Gratis,ai,photo,hypic,100,37,70,70,14,60,100,37,70,70,14,60,100,37,70,70,14,60,hypic,snapchat conecta,con amigos,conecta con,body editor,90,75,75,75,75,https://apps.apple.com/sv/app/hypic-photo-editor-ai-art/id1644042837?uo=4
93,Chivo Wallet,Trending,Gobierno de El Salvador,Finance,2.54665,4244,2021-09-07,Gratis,de,chivo,bitcoin,100,37,70,70,14,60,100,37,70,70,14,60,100,37,70,70,14,60,chivo wallet,chivo stuff,videos,chivo,google chrome,100,100,90,90,75,https://apps.apple.com/sv/app/chivo-wallet/id1581515981?uo=4
94,VPN Lumos: Super Proxy Master,Trending,"LUMOS, OOO",Utilities,4.17586,290,2018-05-08,Gratis,de,la,el,100,37,70,70,14,60,100,37,70,70,14,60,100,37,70,70,14,60,videos,clans,clash,google chrome,picsart ia,90,90,90,75,75,https://apps.apple.com/sv/app/vpn-lumos-super-proxy-master/id1373844471?uo=4
95,Magis PRO TV Shows & Movies,Trending,N baaffa Mustapha,Entertainment,4.43279,305,2022-01-28,Gratis,movies,shows,tv,100,37,70,70,14,60,100,37,70,70,14,60,100,37,70,70,14,60,vix tv,tv deportes,max hbo,hbo series,shazam descubre,100,100,75,75,75,https://apps.apple.com/sv/app/magis-pro-tv-shows-movies/id1607500109?uo=4
96,Cinepolis El Salvador,Trending,Cinemas de la Republica SA de CV,Entertainment,1.11538,52,2025-03-04,Gratis,de,la,tu,100,37,70,70,14,60,100,37,70,70,14,60,100,37,70,70,14,60,videos,clans,clash,google chrome,picsart ia,90,90,90,75,75,https://apps.apple.com/sv/app/cinepolis-el-salvador/id6740765497?uo=4
97,"Tinder: chat, citas y amigos",Trending,Tinder LLC,Lifestyle,4.54559,4102,2012-08-03,Gratis,de,tinder,la,100,37,70,70,14,60,100,37,70,70,14,60,100,37,70,70,14,60,videos,clans,clash,google chrome,picsart ia,90,90,90,75,75,https://apps.apple.com/sv/app/tinder-chat-citas-y-amigos/id547702041?uo=4
98,Google Classroom,Trending,Google,Education,2.78125,32,2015-01-13,Gratis,los,de,en,100,37,70,70,14,60,100,37,70,70,14,60,100,37,70,70,14,60,retricalos filtros,los sims,retricalos,videos,plants vs,100,100,90,90,75,https://apps.apple.com/sv/app/google-classroom/id924620788?uo=4
99,SeeKee: Búsqueda de Películas,Trending,Zavain Namour,Reference,4.52113,71,2025-05-06,Gratis,de,la,con,100,37,70,70,14,60,100,37,70,70,14,60,100,37,70,70,14,60,con amigos,snapchat conecta,grfico con,conecta con,videos,100,100,100,100,90,https://apps.apple.com/sv/app/seekee-b%C3%BAsqueda-de-pel%C3%ADculas/id6745491725?uo=4
100,Qr Code Master *,Trending,Tiki Media LTS,Utilities,4.0,4,2024-11-13,Gratis,qr,scanning,code,100,37,70,70,14,60,100,37,70,70,14,60,100,37,70,70,14,60,qrscan,sell marketplace,scanner app,dinero tarjetas,lector cdigo,90,75,75,75,75,https://apps.apple.com/sv/app/qr-code-master/id6737916371?uo=4
